#,Artista,Álbum,Año,Pista,Título Canción,BPM Base,Half-Time,Double-Time,Compás,Tonalidad (Key),Camelot,Duración
574,Ñengo Flow,Real G 4 Life 2,2012,1,Sigue Viajando,90,45,180,4/4,G# Menor,1A,3:33
575,Ñengo Flow,Real G 4 Life 2,2012,2,Y Si La Vez,90,45,180,4/4,C# Menor,12A,3:42
576,Ñengo Flow,Real G 4 Life 2,2012,3,Devórame,95,47.5,190,4/4,A# Menor,3A,3:19
577,Ñengo Flow,Real G 4 Life 2,2012,4,Una Misión,95,47.5,190,4/4,D# Menor,2A,3:28
578,Ñengo Flow,Real G 4 Life 2,2012,5,Tu Me Tientas,92,46,184,4/4,F# Menor,11A,3:15
579,Ñengo Flow,The Goat,2020,1,Cuidao,140,70,280,4/4,G# Menor,1A,2:52
580,Ñengo Flow,The Goat,2020,2,Sur y Norte (ft. Anuel AA),140,70,280,4/4,C# Menor,12A,3:45
581,Ñengo Flow,The Goat,2020,3,La Prisión,90,45,180,4/4,A# Menor,3A,3:22
582,Ivy Queen,Diva,2003,1,Quiero Bailar,96,48,192,4/4,F# Menor,11A,3:22
583,Ivy Queen,Diva,2003,2,Papi Te Quiero,95,47.5,190,4/4,G# Menor,1A,3:16
584,Ivy Queen,Diva,2003,3,Tuya Soy,90,45,180,4/4,C# Menor,12A,2:54
585,Ivy Queen,Diva,2003,4,Guillaera,95,47.5,190,4/4,A# Menor,3A,2:40
586,Ivy Queen,Diva,2003,5,Quítate Tu Pa' Ponerme Yo,96,48,192,4/4,D# Menor,2A,3:25
587,Ivy Queen,Real,2004,1,Chika Ideal,95,47.5,190,4/4,F# Menor,11A,3:02
588,Ivy Queen,Real,2004,2,Rápido,96,48,192,4/4,G# Menor,1A,3:11
589,Ivy Queen,Real,2004,3,Dile,95,47.5,190,4/4,C# Menor,12A,3:30
590,Ivy Queen,Real,2004,4,Soldado,90,45,180,4/4,A# Menor,3A,3:24
591,Ivy Queen,Sentimiento,2007,1,Que Lloren,92,46,184,4/4,D# Menor,2A,3:14
592,Ivy Queen,Sentimiento,2007,2,En Que Fallamos,90,45,180,4/4,F# Menor,11A,3:05
593,Ivy Queen,Sentimiento,2007,3,Sentimientos,90,45,180,4/4,G# Menor,1A,3:28
594,Tito El Bambino,Top of the Line,2006,1,Caile,95,47.5,190,4/4,C# Menor,12A,3:11
595,Tito El Bambino,Top of the Line,2006,2,Mía (ft. Daddy Yankee),95,47.5,190,4/4,F# Menor,11A,3:51
596,Tito El Bambino,Top of the Line,2006,3,Siente El Boom (ft. Randy),95,47.5,190,4/4,G# Menor,1A,3:10
597,Tito El Bambino,Top of the Line,2006,4,"Flow Natural (ft. Beenie Man, Deevani)",96,48,192,4/4,A# Menor,3A,2:53
598,Tito El Bambino,Top of the Line,2006,5,Diri Diri,96,48,192,4/4,D# Menor,2A,3:20
599,Tito El Bambino,It's My Time,2007,1,Solo Dime Que Sí,95,47.5,190,4/4,F# Menor,11A,2:52
600,Tito El Bambino,It's My Time,2007,2,El Tra,96,48,192,4/4,G# Menor,1A,2:38
601,Tito El Bambino,It's My Time,2007,3,La Busco (ft. Toby Love),92,46,184,4/4,C# Menor,12A,4:08
602,Tito El Bambino,It's My Time,2007,4,En La Disco,95,47.5,190,4/4,A# Menor,3A,3:49
603,Tito El Bambino,El Patrón,2009,1,El Amor,88,44,176,4/4,C# Mayor,3B,3:07
604,Tito El Bambino,El Patrón,2009,2,Mi Cama Huele A Ti (ft. Zion & Lennox),92,46,184,4/4,F# Menor,11A,3:45
605,Tito El Bambino,El Patrón,2009,3,Under,96,48,192,4/4,G# Menor,1A,2:41
606,Tito El Bambino,El Patrón,2009,4,Se Me Va La Voz,90,45,180,4/4,C# Menor,12A,3:41
607,Tito El Bambino,El Patrón,2009,5,Te Pido Perdón,85,42.5,170,4/4,A# Menor,3A,4:06
608,Tito El Bambino,Invicto,2012,1,Por Qué Les Mientes (ft. Marc Anthony),95,47.5,190,4/4,D# Menor,2A,3:35
609,Tito El Bambino,Invicto,2012,2,Dame La Ola,128,64,256,4/4,F# Menor,11A,3:04
610,Calle 13,Calle 13,2005,1,Cabe-c-o,95,47.5,190,4/4,G# Menor,1A,3:34
611,Calle 13,Calle 13,2005,2,Suavemente,95,47.5,190,4/4,C# Menor,12A,3:35
612,Calle 13,Calle 13,2005,3,Se Vale To-To,95,47.5,190,4/4,A# Menor,3A,3:51
613,Calle 13,Calle 13,2005,4,¡Atrévete-te-te!,98,49,196,4/4,D# Menor,2A,4:01
614,Calle 13,Calle 13,2005,5,La Jirafa,90,45,180,4/4,F# Menor,11A,3:16
615,Calle 13,Residente o Visitante,2007,1,Tango del Pecado,115,57.5,230,4/4,G# Menor,1A,4:13
616,Calle 13,Residente o Visitante,2007,2,La Cumbia de los Aburridos,96,48,192,4/4,C# Menor,12A,4:07
617,Calle 13,Residente o Visitante,2007,3,Pal Norte (ft. Orishas),92,46,184,4/4,A# Menor,3A,4:41
618,Calle 13,Residente o Visitante,2007,4,Un Beso de Desayuno,88,44,176,4/4,D# Menor,2A,4:51
619,Calle 13,Los de Atrás Vienen Conmigo,2008,1,No Hay Nadie Como Tú (ft. Café Tacvba),120,60,240,4/4,F# Menor,11A,4:53
620,Calle 13,Los de Atrás Vienen Conmigo,2008,2,Gringo Latin Funk,112,56,224,4/4,G# Menor,1A,4:16
621,Calle 13,Los de Atrás Vienen Conmigo,2008,3,La Perla (ft. Rubén Blades),100,50,200,4/4,C# Menor,12A,7:00
622,Calle 13,Los de Atrás Vienen Conmigo,2008,4,Electro Movimiento,125,62.5,250,4/4,A# Menor,3A,3:16
623,Calle 13,Entren Los Que Quieran,2010,1,Calma Pueblo,140,70,280,4/4,D# Menor,2A,4:10
624,Calle 13,Entren Los Que Quieran,2010,2,El Baile de los Pobres,115,57.5,230,4/4,F# Menor,11A,3:32
625,Calle 13,Entren Los Que Quieran,2010,3,"Latinoamérica (ft. Totó La Momposina, Susana Baca)",90,45,180,4/4,G# Menor,1A,4:58
626,Calle 13,Entren Los Que Quieran,2010,4,La Vuelta al Mundo,85,42.5,170,4/4,C# Menor,12A,3:54
627,Calle 13,Entren Los Que Quieran,2010,5,Muerte en Hawaii,120,60,240,4/4,A# Menor,3A,3:10
628,Residente,Residente,2017,1,Somos Anormales,90,45,180,4/4,C# Menor,12A,3:38
629,Residente,Residente,2017,2,Desencuentro (ft. Soko),85,42.5,170,4/4,G# Menor,1A,4:44
630,Residente,Residente,2017,3,Guerra,130,65,260,4/4,F# Menor,11A,5:34
631,Residente,Residente,2017,4,Dagombas en Tamale,120,60,240,4/4,A# Menor,3A,3:55
632,Residente,Residente,2017,5,La Cátedra,90,45,180,4/4,D# Menor,2A,12:00
633,Residente,Residente,2017,6,Milo,85,42.5,170,4/4,C# Menor,12A,6:03
634,Residente,Residente,2017,7,Apocalíptico,130,65,260,4/4,F# Menor,11A,6:12
635,Residente,Residente,2017,8,Hijos del Cañaveral,90,45,180,4/4,G# Menor,1A,5:22
636,Residente,Las Letras Ya No Importan,2024,1,"313 (ft. Silvia Pérez Cruz, Penélope Cruz)",80,40,160,4/4,C# Menor,12A,6:02
637,Residente,Las Letras Ya No Importan,2024,2,René,80,40,160,4/4,A# Menor,3A,7:35
638,Residente,Las Letras Ya No Importan,2024,3,Bellacoso (ft. Bad Bunny),96,48,192,4/4,D# Menor,2A,4:16
639,Residente,Las Letras Ya No Importan,2024,4,This Is Not America (ft. Ibeyi),140,70,280,4/4,F# Menor,11A,3:54
640,Residente,Las Letras Ya No Importan,2024,5,Ron en el Piso,85,42.5,170,4/4,G# Menor,1A,6:02
641,Residente,Las Letras Ya No Importan,2024,6,Problema Cabrón (ft. WOS),140,70,280,4/4,C# Menor,12A,3:53
642,Cazzu,Error 93,2019,1,Visto a las 00:00,140,70,280,4/4,C# Menor,12A,3:02
643,Cazzu,Error 93,2019,2,Mucha Data,140,70,280,4/4,F# Menor,11A,2:34
644,Cazzu,Error 93,2019,3,"Nada (ft. Lyanno, Rauw Alejandro, Dalex)",90,45,180,4/4,G# Menor,1A,4:47
645,Cazzu,Error 93,2019,4,Ralle,140,70,280,4/4,A# Menor,3A,2:36
646,Cazzu,Error 93,2019,5,Al Revés,140,70,280,4/4,D# Menor,2A,2:48
647,Cazzu,Error 93,2019,6,Mentiste,140,70,280,4/4,C# Menor,12A,3:05
648,Cazzu,Una Niña Inútil,2020,1,Dulce Tortura,90,45,180,4/4,F# Menor,11A,2:46
649,Cazzu,Una Niña Inútil,2020,2,Romance de la Venganza,85,42.5,170,4/4,G# Menor,1A,2:35
650,Cazzu,Una Niña Inútil,2020,3,Miedo,90,45,180,4/4,A# Menor,3A,2:20
651,Cazzu,Nena Trampa,2022,1,Jefa,140,70,280,4/4,D# Menor,2A,2:36
652,Cazzu,Nena Trampa,2022,2,Nena Trampa,140,70,280,4/4,C# Menor,12A,2:25
653,Cazzu,Nena Trampa,2022,3,Isla Velde,96,48,192,4/4,F# Menor,11A,2:43
654,Cazzu,Nena Trampa,2022,4,Yo Yo & Hace Calor,96,48,192,4/4,G# Menor,1A,2:47
655,Cazzu,Nena Trampa,2022,5,Maléfica (ft. María Becerra),96,48,192,4/4,A# Menor,3A,2:42
656,Cazzu,Nena Trampa,2022,6,Peli-Culeo (ft. De La Ghetto),96,48,192,4/4,C# Menor,12A,2:46
657,Duki,Super Sangre Joven,2019,1,Te Traje Flores,140,70,280,4/4,C# Menor,12A,2:20
658,Duki,Super Sangre Joven,2019,2,Hitboy (ft. Khea),140,70,280,4/4,F# Menor,11A,2:43
659,Duki,Super Sangre Joven,2019,3,Goteo,140,70,280,4/4,G# Menor,1A,2:46
660,Duki,Super Sangre Joven,2019,4,It's a Vibe,140,70,280,4/4,A# Menor,3A,3:24
661,Duki,Super Sangre Joven,2019,5,Sin Culpa,95,47.5,190,4/4,D# Menor,2A,3:43
662,Duki,Desde el Fin del Mundo,2021,1,Malbec (ft. Bizarrap),135,67.5,270,4/4,C# Menor,12A,2:56
663,Duki,Desde el Fin del Mundo,2021,2,"Pintao (ft. Ysy A, Rei)",140,70,280,4/4,F# Menor,11A,2:49
664,Duki,Desde el Fin del Mundo,2021,3,Cascadas,140,70,280,4/4,G# Menor,1A,2:54
665,Duki,Desde el Fin del Mundo,2021,4,Chico Estrella,140,70,280,4/4,A# Menor,3A,3:09
666,Duki,Desde el Fin del Mundo,2021,5,Cuaderno,140,70,280,4/4,D# Menor,2A,2:49
667,Duki,Desde el Fin del Mundo,2021,6,Volando Bajito,140,70,280,4/4,C# Menor,12A,2:34
668,Duki,Temporada de Reggaetón,2021,1,Top 5,94,47,188,4/4,F# Menor,11A,3:02
669,Duki,Temporada de Reggaetón,2021,2,Si Quieren Frontear (ft. De La Ghetto),94,47,188,4/4,G# Menor,1A,3:16
670,Duki,Temporada de Reggaetón 2,2022,1,Givenchy,140,70,280,4/4,A# Menor,3A,3:10
671,Duki,Temporada de Reggaetón 2,2022,2,Antes de Perderte,94,47,188,4/4,D# Menor,2A,2:46
672,Duki,Antes de Ameri,2023,1,Rockstar 2.0 (ft. Jhayco),140,70,280,4/4,C# Menor,12A,2:50
673,Duki,Antes de Ameri,2023,2,Don't Lie (ft. Quevedo),135,67.5,270,4/4,F# Menor,11A,3:38
674,Duki,Antes de Ameri,2023,3,Apollo 13,140,70,280,4/4,G# Menor,1A,2:43
675,Duki,Antes de Ameri,2023,4,Harakiri (ft. C.R.O),140,70,280,4/4,A# Menor,3A,2:44
676,Duki,Antes de Ameri,2023,5,Troya,140,70,280,4/4,D# Menor,2A,3:15
677,Bizarrap,BZRP Music Sessions,2020,1,"Nathy Peluso: Bzrp Music Sessions, Vol. 36",120,60,240,4/4,C# Menor,12A,2:51
678,Bizarrap,BZRP Music Sessions,2021,2,"L-Gante: Bzrp Music Sessions, Vol. 38",100,50,200,4/4,G# Menor,1A,3:02
679,Bizarrap,BZRP Music Sessions,2021,3,"Nicky Jam: Bzrp Music Sessions, Vol. 41",90,45,180,4/4,F# Menor,11A,2:38
680,Bizarrap,BZRP Music Sessions,2021,4,"Tiago PZK: Bzrp Music Sessions, Vol. 48",125,62.5,250,4/4,A# Menor,3A,2:38
681,Bizarrap,BZRP Music Sessions,2022,5,"Residente: Bzrp Music Sessions, Vol. 49",90,45,180,4/4,C# Menor,12A,8:39
682,Bizarrap,BZRP Music Sessions,2022,6,"Duki: Bzrp Music Sessions, Vol. 50",140,70,280,4/4,D# Menor,2A,3:50
683,Bizarrap,BZRP Music Sessions,2022,7,"Villano Antillano: Bzrp Music Sessions, Vol. 51",128,64,256,4/4,F# Menor,11A,3:07
684,Bizarrap,BZRP Music Sessions,2022,8,"Quevedo: Bzrp Music Sessions, Vol. 52",128,64,256,4/4,D Mayor,10B,3:18
685,Bizarrap,BZRP Music Sessions,2023,9,"Shakira: Bzrp Music Sessions, Vol. 53",122,61,244,4/4,D Menor,7A,3:33
686,Bizarrap,BZRP Music Sessions,2023,10,"Arcángel: Bzrp Music Sessions, Vol. 54",130,65,260,4/4,G# Menor,1A,3:47
687,Bizarrap,BZRP Music Sessions,2023,11,"Peso Pluma: Bzrp Music Sessions, Vol. 55",130,65,260,4/4,F# Menor,11A,3:09
688,Bizarrap,BZRP Music Sessions,2023,12,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56",128,64,256,4/4,C# Menor,12A,3:04
689,Bizarrap,BZRP Music Sessions,2023,13,"Milo J: Bzrp Music Sessions, Vol. 57",124,62,248,4/4,E Menor,9A,3:10
690,Bizarrap,BZRP Music Sessions,2024,14,"Young Miko: Bzrp Music Sessions, Vol. 58",96,48,192,4/4,G Menor,6A,3:08
691,Bizarrap,BZRP Music Sessions,2024,15,"Natanael Cano: Bzrp Music Sessions, Vol. 59",130,65,260,4/4,D# Menor,2A,3:12
692,Nicki Nicole,Recuerdos,2019,1,7 Lunas,90,45,180,4/4,F# Menor,11A,3:27
693,Nicki Nicole,Recuerdos,2019,2,Cómo Dímelo (ft. Cazzu),95,47.5,190,4/4,G# Menor,1A,3:20
694,Nicki Nicole,Recuerdos,2019,3,Fucking Diablo,140,70,280,4/4,C# Menor,12A,2:24
695,Nicki Nicole,Recuerdos,2019,4,Wapo Traketero,140,70,280,4/4,A# Menor,3A,3:01
696,Nicki Nicole,Recuerdos,2019,5,Plegarias,80,40,160,4/4,D# Menor,2A,3:18
697,Nicki Nicole,Parte de Mí,2021,1,Colocao,130,65,260,4/4,C# Menor,12A,2:49
698,Nicki Nicole,Parte de Mí,2021,2,Mala Vida,125,62.5,250,4/4,F# Menor,11A,2:30
699,Nicki Nicole,Parte de Mí,2021,3,Baby,120,60,240,4/4,G# Menor,1A,2:42
700,Nicki Nicole,Parte de Mí,2021,4,Pensamos (ft. Mon Laferte),85,42.5,170,4/4,A# Menor,3A,2:54
701,Nicki Nicole,Parte de Mí,2021,5,Toa La Vida (ft. Mora),90,45,180,4/4,D# Menor,2A,2:48
702,Nicki Nicole,Parte de Mí,2021,6,Sabe (ft. Rauw Alejandro),96,48,192,4/4,C# Menor,12A,2:51
703,Nicki Nicole,Alma,2023,1,Ya No Me Pasa,130,65,260,4/4,F# Menor,11A,2:36
704,Nicki Nicole,Alma,2023,2,Dispara *** (ft. Milo J),140,70,280,4/4,G# Menor,1A,2:34
705,Nicki Nicole,Alma,2023,3,8 AM (ft. Young Miko),90,45,180,4/4,A# Menor,3A,2:30
706,Nicki Nicole,Alma,2023,4,Qué Le Pasa Conmigo? (ft. Rels B),115,57.5,230,4/4,D# Menor,2A,2:47
707,Nicki Nicole,Alma,2023,5,Caen las Estrellas (ft. YSY A),140,70,280,4/4,C# Menor,12A,2:25
708,Trueno,Atrevido,2020,1,24 / Siempre,140,70,280,4/4,F# Menor,11A,2:40
709,Trueno,Atrevido,2020,2,Rain,135,67.5,270,4/4,G# Menor,1A,2:54
710,Trueno,Atrevido,2020,3,Atrevido,140,70,280,4/4,C# Menor,12A,2:55
711,Trueno,Atrevido,2020,4,Sangría (ft. WOS),140,70,280,4/4,A# Menor,3A,2:54
712,Trueno,Atrevido,2020,5,Ñeri,96,48,192,4/4,D# Menor,2A,3:18
713,Trueno,Atrevido,2020,6,"Mamichula (ft. Nicki Nicole, Bizarrap)",140,70,280,4/4,F# Menor,11A,3:39
714,Trueno,Bien o Mal,2022,1,Dance Crip,108,54,216,4/4,G# Menor,1A,2:55
715,Trueno,Bien o Mal,2022,2,Solo Por Vos,90,45,180,4/4,C# Menor,12A,3:16
716,Trueno,Bien o Mal,2022,3,Feel Me??,100,50,200,4/4,A# Menor,3A,3:07
717,Trueno,Bien o Mal,2022,4,Panamá (ft. Duki),140,70,280,4/4,D# Menor,2A,3:34
718,Trueno,Bien o Mal,2022,5,Argentina (ft. Nathy Peluso),90,45,180,4/4,F# Menor,11A,4:00
719,Trueno,Bien o Mal,2022,6,Tierra Zanta (ft. Víctor Heredia),95,47.5,190,4/4,G# Menor,1A,3:43
720,Trueno,El Último Baile,2024,1,Tranky Funky,108,54,216,4/4,C# Menor,12A,2:30
721,Trueno,El Último Baile,2024,2,Real Gangsta Love,110,55,220,4/4,A# Menor,3A,2:25
722,Trueno,El Último Baile,2024,3,The Roof Is On Fire,112,56,224,4/4,D# Menor,2A,2:55
723,Trueno,El Último Baile,2024,4,Ohh Baby,105,52.5,210,4/4,F# Menor,11A,2:46
724,Tiago PZK,Portales,2022,1,Sola,90,45,180,4/4,F# Menor,11A,3:10
725,Tiago PZK,Portales,2022,2,Hablando de Love,118,59,236,4/4,G# Menor,1A,2:56
726,Tiago PZK,Portales,2022,3,Traductor (ft. Myke Towers),96,48,192,4/4,C# Menor,12A,3:04
727,Tiago PZK,Portales,2022,4,Entre Nosotros (ft. LIT killah),90,45,180,4/4,A# Menor,3A,3:12
728,Tiago PZK,Portales,2022,5,Salimo de Noche (ft. Trueno),96,48,192,4/4,D# Menor,2A,2:58
729,Tiago PZK,Portales,2022,6,Sex & Love,125,62.5,250,4/4,F# Menor,11A,3:20
730,Tiago PZK,Portales,2022,7,Casa de Chapa,140,70,280,4/4,G# Menor,1A,2:44
731,Tiago PZK,GOTTI A,2024,1,Todas Las Estrellas,128,64,256,4/4,C# Menor,12A,2:52
732,Tiago PZK,GOTTI A,2024,2,Piel (ft. Ke Personajes),100,50,200,4/4,A# Menor,3A,3:02
733,Tiago PZK,GOTTI A,2024,3,Mi Cuarto (ft. Rels B),105,52.5,210,4/4,D# Menor,2A,2:56
734,Tiago PZK,GOTTI A,2024,4,"Alegría (ft. Anitta, Emilia)",128,64,256,4/4,F# Menor,11A,2:44
735,Tiago PZK,GOTTI A,2024,5,De Vuelta (ft. Manuel Turizo),95,47.5,190,4/4,G# Menor,1A,3:14
736,Milo J,511,2023,1,Rara Vez (ft. Taiu),120,60,240,4/4,F Menor,4A,2:34
737,Milo J,511,2023,2,Milagrosa,140,70,280,4/4,C# Menor,12A,2:20
738,Milo J,511,2023,3,El Paso,135,67.5,270,4/4,G# Menor,1A,2:30
739,Milo J,511,2023,4,Tu Manta,130,65,260,4/4,A# Menor,3A,2:15
740,Milo J,111,2023,1,Carencias de Cordura (ft. Yami Safdie),90,45,180,4/4,D# Menor,2A,3:12
741,Milo J,111,2023,2,M.A.I,85,42.5,170,4/4,F# Menor,11A,2:42
742,Milo J,111,2023,3,Sincera Te,140,70,280,4/4,G# Menor,1A,2:40
743,Milo J,111,2023,4,Una Bala (ft. Peso Pluma),135,67.5,270,4/4,C# Menor,12A,3:18
744,Milo J,111,2023,5,Penas de Antaño,140,70,280,4/4,G Mayor,9B,3:25
745,Milo J,166,2024,1,3 Pecados Después,130,65,260,4/4,A# Menor,3A,2:48
746,Milo J,166,2024,2,Antes de los 20,125,62.5,250,4/4,D# Menor,2A,2:56
747,Milo J,166,2024,3,La Tola y el Velero,120,60,240,4/4,F# Menor,11A,3:08
748,Milo J,166,2024,4,Toro,135,67.5,270,4/4,G# Menor,1A,2:38
749,Quevedo,Donde Quiero Estar,2023,1,Ahora Qué,124,62,248,4/4,C# Menor,12A,2:50
750,Quevedo,Donde Quiero Estar,2023,2,Playa del Inglés (ft. Myke Towers),118,59,236,4/4,A# Menor,3A,3:58
751,Quevedo,Donde Quiero Estar,2023,3,Sin Señal (ft. Ovy On The Drums),118,59,236,4/4,F# Menor,11A,3:04
752,Quevedo,Donde Quiero Estar,2023,4,Dame,128,64,256,4/4,G# Menor,1A,3:10
753,Quevedo,Donde Quiero Estar,2023,5,Cuéntale,95,47.5,190,4/4,D# Menor,2A,3:18
754,Quevedo,Donde Quiero Estar,2023,6,Luces Azules,90,45,180,4/4,C# Menor,12A,2:36
755,Quevedo,Donde Quiero Estar,2023,7,Punto G,92,46,184,4/4,A Mayor,11B,2:31
756,Quevedo,Donde Quiero Estar,2023,8,Me Falta Algo,80,40,160,4/4,F# Menor,11A,3:12
757,Quevedo,Donde Quiero Estar,2023,9,Lisboa,120,60,240,4/4,G# Menor,1A,2:46
758,Quevedo,Buenas Noches,2024,1,Buenas Noches,128,64,256,4/4,A# Menor,3A,3:05
759,Quevedo,Buenas Noches,2024,2,Duro,130,65,260,4/4,D# Menor,2A,2:54
760,Quevedo,Buenas Noches,2024,3,Gran Vía,125,62.5,250,4/4,C# Menor,12A,3:14
761,Quevedo,Buenas Noches,2024,4,Halo,126,63,252,4/4,F# Menor,11A,3:22
762,Quevedo,Buenas Noches,2024,5,El Baifo,92,46,184,4/4,C Mayor,8B,2:48
763,Quevedo,Buenas Noches,2024,6,Ni Borracho,153,76.5,306,4/4,A Menor,8A,3:12
764,Rels B,Flakk Daniel's Lp,2018,1,Lejos de Ti,90,45,180,4/4,F# Menor,11A,3:30
765,Rels B,Flakk Daniel's Lp,2018,2,A Mí,95,47.5,190,4/4,C# Mayor,3B,3:12
766,Rels B,Flakk Daniel's Lp,2018,3,Euromillón,92,46,184,4/4,G# Menor,1A,3:40
767,Rels B,Flakk Daniel's Lp,2018,4,No Me Preocupa,90,45,180,4/4,A# Menor,3A,3:28
768,Rels B,Happy Birthday Flakko,2019,1,"¿Cómo Te Va, Querida?",85,42.5,170,4/4,D# Menor,2A,3:38
769,Rels B,Happy Birthday Flakko,2019,2,Orgullo,90,45,180,4/4,C# Menor,12A,3:24
770,Rels B,Happy Birthday Flakko,2019,3,Sin Mirar las Señales,85,42.5,170,4/4,F# Menor,11A,3:15
771,Rels B,AfroLOVA' 23,2023,1,AfroLOVA,100,50,200,4/4,G# Menor,1A,2:46
772,Rels B,AfroLOVA' 23,2023,2,un rodeoooo,105,52.5,210,4/4,A# Menor,3A,3:06
773,Rels B,AfroLOVA' 23,2023,3,sin gato (MIA),102,51,204,4/4,D# Menor,2A,2:52
774,Rels B,AfroLOVA' 23,2023,4,la prisión,98,49,196,4/4,C# Menor,12A,2:58
775,Rels B,a new star (1 9 9 3),2024,1,La Última Canción,91,45.5,182,4/4,C# Menor,12A,3:02
776,Rels B,a new star (1 9 9 3),2024,2,Caída del Cielo,95,47.5,190,4/4,F# Menor,11A,2:50
777,Rels B,a new star (1 9 9 3),2024,3,UYUNI,111,55.5,222,4/4,F Mayor,7B,3:15
778,Rels B,a new star (1 9 9 3),2024,4,LLEVA AL SOL,101,50.5,202,4/4,G Mayor,9B,3:08
779,Bad Gyal,Slow Wine Mixtape,2016,1,Fiebre,96,48,192,4/4,F# Menor,11A,4:01
780,Bad Gyal,Slow Wine Mixtape,2016,2,Mercadona,95,47.5,190,4/4,G# Menor,1A,3:22
781,Bad Gyal,Slow Wine Mixtape,2016,3,Dinero,95,47.5,190,4/4,C# Menor,12A,3:18
782,Bad Gyal,Worldwide Angel,2018,1,Blink,96,48,192,4/4,A# Menor,3A,3:28
783,Bad Gyal,Worldwide Angel,2018,2,Candela,98,49,196,4/4,D# Menor,2A,3:32
784,Bad Gyal,Worldwide Angel,2018,3,Internacional,96,48,192,4/4,F# Menor,11A,3:15
785,Bad Gyal,Worldwide Angel,2018,4,Yo Sigo Iual,96,48,192,4/4,G# Menor,1A,3:02
786,Bad Gyal,Warm Up,2021,1,44,95,47.5,190,4/4,C# Menor,12A,3:05
787,Bad Gyal,Warm Up,2021,2,Zorra (Remix ft. Rauw Alejandro),96,48,192,4/4,A# Menor,3A,3:24
788,Bad Gyal,Warm Up,2021,3,Blin Blin (ft. Juanka),95,47.5,190,4/4,D# Menor,2A,2:46
789,Bad Gyal,La Joia,2024,1,Real G (ft. Quevedo),96,48,192,4/4,F# Menor,11A,3:12
790,Bad Gyal,La Joia,2024,2,Bota Niña (ft. Anitta),105,52.5,210,4/4,G# Menor,1A,3:08
791,Bad Gyal,La Joia,2024,3,Mi Lova (ft. Myke Towers),96,48,192,4/4,C# Menor,12A,3:40
792,Bad Gyal,La Joia,2024,4,"Chulo pt.2 (ft. Tokischa, Young Miko)",97,48.5,194,4/4,D# Menor,2A,3:39
793,Bad Gyal,La Joia,2024,5,Sin Carné,96,48,192,4/4,A# Menor,3A,2:02
794,Bad Gyal,La Joia,2024,6,Pop Pop,100,50,200,4/4,F# Menor,11A,2:14
795,Sech,Sueños,2019,1,Soñando Despierto,85,42.5,170,4/4,C# Menor,12A,2:46
796,Sech,Sueños,2019,2,Otro Trago (ft. Darell),176,88,352,4/4,G# Menor,1A,3:46
797,Sech,Sueños,2019,3,Qué Más Pues (ft. Maluma),90,45,180,4/4,F# Menor,11A,3:42
798,Sech,Sueños,2019,4,Boomerang,90,45,180,4/4,A# Menor,3A,3:10
799,Sech,Sueños,2019,5,"Solita (ft. Farruko, Zion & Lennox)",92,46,184,4/4,D# Menor,2A,3:40
800,Sech,Sueños,2019,6,Miss Lonely,90,45,180,4/4,C# Menor,12A,2:54
801,Sech,1 of 1,2020,1,Relación,170,85,340,4/4,F# Menor,11A,3:04
802,Sech,1 of 1,2020,2,Casino,90,45,180,4/4,G# Menor,1A,3:02
803,Sech,1 of 1,2020,3,Confía (ft. Daddy Yankee),92,46,184,4/4,A# Menor,3A,3:22
804,Sech,1 of 1,2020,4,Si Te Vas (ft. Ozuna),90,45,180,4/4,D# Menor,2A,3:24
805,Sech,42,2021,1,Pata' Abajo,95,47.5,190,4/4,C# Menor,12A,2:46
806,Sech,42,2021,2,Sal y Perrea,96,48,192,4/4,F# Menor,11A,3:30
807,Sech,42,2021,3,911,92,46,184,4/4,D# Menor,2A,3:35
808,Sech,42,2021,4,Una Nota,94,47,188,4/4,G# Menor,1A,3:04
809,Ryan Castro,Reggaetonea,2022,1,Jordan,92,46,184,4/4,F# Menor,11A,2:40
810,Ryan Castro,Reggaetonea,2022,2,Mujeriego,80,40,160,4/4,A Mayor,11B,3:08
811,Ryan Castro,Reggaetonea,2022,3,Monastery (ft. Feid),90,45,180,4/4,C# Menor,12A,3:05
812,Ryan Castro,Reggaetonea,2022,4,Q' Hubo Bebé,94,47,188,4/4,G# Menor,1A,2:52
813,Ryan Castro,Reggaetonea,2022,5,Medellín,90,45,180,4/4,A# Menor,3A,3:10
814,Ryan Castro,Los Piratas,2022,1,"Marisola (Remix ft. Cris Mj, Duki, Standly)",96,48,192,4/4,D# Menor,2A,4:15
815,Ryan Castro,Los Piratas,2022,2,Bésame,95,47.5,190,4/4,C# Menor,12A,2:46
816,Ryan Castro,Los Piratas,2022,3,Gueto Star,96,48,192,4/4,F# Menor,11A,3:20
817,Ryan Castro,El Cantante del Ghetto,2024,1,El Cantante del Ghetto,92,46,184,4/4,G# Menor,1A,3:30
818,Ryan Castro,El Cantante del Ghetto,2024,2,"Quema (ft. Peso Pluma, SOG)",97,48.5,194,4/4,C Mayor,8B,2:44
819,Ryan Castro,El Cantante del Ghetto,2024,3,Pueblo de Medallo,96,48,192,4/4,A# Menor,3A,3:12
820,Ryan Castro,El Cantante del Ghetto,2024,4,Fresa,95,47.5,190,4/4,D# Menor,2A,3:02
